timestamp,ball,lon,lat,ball_speed_mps,ball_direction_deg,timestamp_utc8,ship_id,ship_lon_interpolated,ship_lat_interpolated,ship_s_interpolated,distance_to_test_point_km,ship_orig_shipTypeCode,ship_orig_navStatus,ship_orig_latestPortStatus,ship_orig_lengthBow,ship_orig_lengthStern,ship_orig_breadthPort,ship_orig_breadthStarboard,ship_orig_y,ship_orig_c,ship_orig_e,ship_orig_f,ship_orig_p,ship_orig_b,ship_orig_d,ship_orig_h,ship_orig_j,ship_orig_v,ship_orig_r,ship_orig_l,ship_orig_m,ship_orig_timestamp_utc8,ship_orig_lon_ship,ship_orig_lat_ship,ship_orig_t_unix,ship_orig_i,corrected_final_total_dBA
2025-06-04 04:50:06+00:00,6,114.297508,30.573,1.351344629,30.06482697,2025-06-04 12:50:06+08:00,127786,114.2921429,30.56975476,31,0.627952287,B01,SAIL_SLOW,1,100,29,10,11,70,2123,YU XIN HUO 19333,CHN,YUE YANG,21,63,212,,0,6/6/2025 8:00,129,413971693,2025-06-04 12:50:26+08:00,114.2919667,30.56951667,1749012626,127786,85.78935376
2025-06-04 04:50:06+00:00,6,114.297508,30.573,1.351344629,30.06482697,2025-06-04 12:50:06+08:00,176355,114.286452,30.55904222,149.3666667,1.876001022,H00,SAIL_FAST,3,5,15,3,2,55,296,HAIXUN12338,CHN,WUHAN,5,24,,,,1/3/2022 21:46,20,413840368,2025-06-04 12:50:05+08:00,114.2864133,30.55898,1749012605,176355,85.78935376
2025-06-04 04:50:06+00:00,6,114.297508,30.573,1.351344629,30.06482697,2025-06-04 12:50:06+08:00,216707,114.29816,30.57887133,32.2,0.653906764,B01,SAIL_SLOW,1,40,10,5,4,70,2047,YUZHOUKOUHUO8808,CHN,YUEYANG,9,30,,,,12/3/2025 13:16,50,413827134,2025-06-04 12:50:12+08:00,114.29812,30.57878667,1749012612,216707,85.78935376
2025-06-04 04:50:06+00:00,6,114.297508,30.573,1.351344629,30.06482697,2025-06-04 12:50:06+08:00,295869,114.3028366,30.57894924,60.23548387,0.834427414,B01,SAIL_NORMAL,1,95,15,5,14,70,305,HAINIU11,CHN,JINGJIANG,19,42,,,,6/6/2025 8:23,110,413774857,2025-06-04 12:48:53+08:00,114.3016667,30.57722,1749012533,295869,85.78935376
2025-06-04 04:50:06+00:00,6,114.297508,30.573,1.351344629,30.06482697,2025-06-04 12:50:06+08:00,335412,114.2799393,30.5511,29.85714286,2.955591024,B01,SAIL_SLOW,1,80,12,8,8,70,2083,JIANG YU JI SHUN,CHN,NANJING,16,36,,,,3/5/2025 18:00,92,413816488,2025-06-04 12:50:07+08:00,114.2799333,30.55108667,1749012607,335412,85.78935376
2025-06-04 04:50:06+00:00,6,114.297508,30.573,1.351344629,30.06482697,2025-06-04 12:50:06+08:00,475176,114.2866917,30.55671796,65,2.082062369,B01,SAIL_NORMAL,1,90,30,10,11,70,295,HUAMEITIANLAN,CHN,CHANG   SHU,21,43,,,,1/1/2026 17:15,120,413830323,2025-06-04 12:50:01+08:00,114.28661,30.55659,1749012601,475176,85.78935376
2025-06-04 04:50:06+00:00,6,114.297508,30.573,1.351344629,30.06482697,2025-06-04 12:50:06+08:00,1056242,114.3136699,30.5945646,58.96551724,2.849307053,B01,SAIL_NORMAL,1,60,28,8,8,70,293,HENGYANGYUANJIN1638,CHN,TAIZHOU,16,44,,,,6/7/2025 8:00,88,413864675,2025-06-04 12:50:05+08:00,114.3136533,30.59454,1749012605,1056242,85.78935376
2025-06-04 04:50:06+00:00,6,114.297508,30.573,1.351344629,30.06482697,2025-06-04 12:50:06+08:00,2228882,114.306916,30.58547533,61,1.651417757,H00,SAIL_NORMAL,1,5,63,7,7,70,308,ZHEN HANG JI 989,CHN,YUEYANG,14,18,30,0,0,6/1/2025 14:00,68,413841928,2025-06-04 12:49:50+08:00,114.3066433,30.58508333,1749012590,2228882,85.78935376
2025-06-04 04:50:06+00:00,6,114.297508,30.573,1.351344629,30.06482697,2025-06-04 12:50:06+08:00,2329396,114.289082,30.55393569,3.422907489,2.262821532,E00,SAIL_SLOW,1,23,23,5,5,60,1014,JIANGCHENG1HAO,CHN,WUHAN,10,22,,,0,6/3/2025 7:20,46,413841157,2025-06-04 12:45:47+08:00,114.2891333,30.55392333,1749012347,2329396,85.78935376
2025-06-04 04:50:06+00:00,6,114.297508,30.573,1.351344629,30.06482697,2025-06-04 12:50:06+08:00,2596442,114.2947733,30.57368,31,0.272945075,B01,SAIL_SLOW,2,73,10,7,7,70,2073,WANHUAYUN 2019,CHN,LIJIAJIMAODI,14,38,,,,1/5/2026 23:30,83,413842737,2025-06-04 12:50:06+08:00,114.2947733,30.57368,1749012606,2596442,85.78935376
2025-06-04 04:50:06+00:00,6,114.297508,30.573,1.351344629,30.06482697,2025-06-04 12:50:06+08:00,3034734,114.2882558,30.5526613,35.21496312,2.423211456,E00,SAIL_SLOW,1,18,18,4,4,60,2781,JIANGCHENG6HAO,CHN,ZHONGHUALU2HAO,8,19,,,0,6/4/2025 9:50,36,413841986,2025-06-04 12:52:40+08:00,114.2882483,30.552665,1749012760,3034734,85.78935376
2025-06-04 04:50:06+00:00,6,114.297508,30.573,1.351344629,30.06482697,2025-06-04 12:50:06+08:00,3117079,114.293214,30.56583767,62,0.894521654,B01,SAIL_NORMAL,1,80,29,10,9,70,309,DAMEI09,CHN,JIANGYIN,19,62,,,,6/8/2025 18:40,109,413847226,2025-06-04 12:50:05+08:00,114.2931867,30.56579667,1749012605,3117079,85.78935376
2025-06-04 04:50:06+00:00,6,114.297508,30.573,1.351344629,30.06482697,2025-06-04 12:50:06+08:00,3203193,114.2953067,30.577245,42,0.515813544,E00,SAIL_FAST,3,23,23,5,5,60,3093,JIANGCHENG3HAO,CHN,QINGCHUANMATOU,10,20,,,,1/2/2016 9:50,46,413841902,2025-06-04 12:49:51+08:00,114.2955867,30.57711667,1749012591,3203193,85.78935376
2025-06-04 04:50:06+00:00,6,114.297508,30.573,1.351344629,30.06482697,2025-06-04 12:50:06+08:00,3227928,114.310083,30.59019773,61.81818182,2.256084513,B01,SAIL_NORMAL,1,110,20,6,10,70,307,QINHE1302,CHN,NANTONG,16,51,0,,,6/10/2025 17:55,130,413849328,2025-06-04 12:50:05+08:00,114.3100683,30.59017333,1749012605,3227928,85.78935376
2025-06-04 04:51:02+00:00,6,114.29792,30.573563,1.321294557,32.21326177,2025-06-04 12:51:02+08:00,16454,114.2936969,30.57795776,72.71336485,0.633628409,B01,SAIL_NORMAL,1,69,10,7,7,70,337,E HONG SHUN 2222,CHN,NEW YORK,14,30,33,,,12/10/2025 12:00,79,413828594,2025-06-04 12:56:15+08:00,114.3022,30.57885,1749012975,16454,84.34504269
2025-06-04 04:51:02+00:00,6,114.29792,30.573563,1.321294557,32.21326177,2025-06-04 12:51:02+08:00,127786,114.2916464,30.56907319,30.43478261,0.780989076,B01,SAIL_SLOW,1,100,29,10,11,70,2093,YU XIN HUO 19333,CHN,YUE YANG,21,63,209,,,6/6/2025 8:00,129,413971693,2025-06-04 12:51:12+08:00,114.2915667,30.56895,1749012672,127786,84.34504269
2025-06-04 04:51:02+00:00,6,114.29792,30.573563,1.321294557,32.21326177,2025-06-04 12:51:02+08:00,176355,114.2884504,30.56215846,136.0566038,1.556853895,H00,SAIL_FAST,3,5,15,3,2,55,341,HAIXUN12338,CHN,WUHAN,5,24,,,1,1/3/2022 21:46,20,413840368,2025-06-04 12:51:28+08:00,114.289295,30.56342167,1749012688,176355,84.34504269
2025-06-04 04:51:02+00:00,6,114.29792,30.573563,1.321294557,32.21326177,2025-06-04 12:51:02+08:00,216707,114.2977378,30.57811,32,0.504393404,B01,SAIL_SLOW,1,40,10,5,4,70,2095,YUZHOUKOUHUO8808,CHN,YUEYANG,9,30,,,,12/3/2025 13:16,50,413827134,2025-06-04 12:51:12+08:00,114.2976533,30.57797667,1749012672,216707,84.34504269
2025-06-04 04:51:02+00:00,6,114.29792,30.573563,1.321294557,32.21326177,2025-06-04 12:51:02+08:00,285954,114.2827788,30.55072515,64.09090909,2.918963808,B01,SAIL_NORMAL,1,70,12,10,4,70,252,GAN YANG 6668,CHN,NANJING,14,50,25,0,0,1/2/2013 17:24,82,413824393,2025-06-04 12:51:05+08:00,114.2828217,30.55080333,1749012665,285954,84.34504269
2025-06-04 04:51:02+00:00,6,114.29792,30.573563,1.321294557,32.21326177,2025-06-04 12:51:02+08:00,295869,114.3037341,30.58027577,60.41612903,0.929981103,B01,SAIL_NORMAL,1,95,15,5,14,70,305,HAINIU11,CHN,JINGJIANG,19,42,,,,6/6/2025 8:23,110,413774857,2025-06-04 12:48:53+08:00,114.3016667,30.57722,1749012533,295869,84.34504269
2025-06-04 04:51:02+00:00,6,114.29792,30.573563,1.321294557,32.21326177,2025-06-04 12:51:02+08:00,475176,114.2876682,30.55817917,64,1.968739498,B01,SAIL_NORMAL,1,90,30,10,11,70,317,HUAMEITIANLAN,CHN,CHANG   SHU,21,43,,,,1/1/2026 17:15,120,413830323,2025-06-04 12:51:01+08:00,114.2876517,30.55815667,1749012661,475176,84.34504269
2025-06-04 04:51:02+00:00,6,114.29792,30.573563,1.321294557,32.21326177,2025-06-04 12:51:02+08:00,1056242,114.3145548,30.59588559,57.09677419,2.944497276,B01,SAIL_NORMAL,1,60,28,8,8,70,299,HENGYANGYUANJIN1638,CHN,TAIZHOU,16,44,,,,6/7/2025 8:00,88,413864675,2025-06-04 12:51:05+08:00,114.3146,30.59595333,1749012665,1056242,84.34504269
2025-06-04 04:51:02+00:00,6,114.29792,30.573563,1.321294557,32.21326177,2025-06-04 12:51:02+08:00,2228882,114.3078727,30.58684111,60,1.754503714,H00,SAIL_NORMAL,1,5,63,7,7,70,312,ZHEN HANG JI 989,CHN,YUEYANG,14,18,31,0,0,6/1/2025 14:00,68,413841928,2025-06-04 12:51:00+08:00,114.30784,30.586795,1749012660,2228882,84.34504269
2025-06-04 04:51:02+00:00,6,114.29792,30.573563,1.321294557,32.21326177,2025-06-04 12:51:02+08:00,2329396,114.2890709,30.55393837,4.162995595,2.335394213,E00,SAIL_SLOW,1,23,23,5,5,60,1014,JIANGCHENG1HAO,CHN,WUHAN,10,22,,,0,6/3/2025 7:20,46,413841157,2025-06-04 12:45:47+08:00,114.2891333,30.55392333,1749012347,2329396,84.34504269
2025-06-04 04:51:02+00:00,6,114.29792,30.573563,1.321294557,32.21326177,2025-06-04 12:51:02+08:00,2596442,114.2943614,30.57290917,31.16666667,0.348977519,B01,SAIL_SLOW,2,73,10,7,7,70,2088,WANHUAYUN 2019,CHN,LIJIAJIMAODI,14,38,,,,1/5/2026 23:30,83,413842737,2025-06-04 12:51:06+08:00,114.2943467,30.57285333,1749012666,2596442,84.34504269
2025-06-04 04:51:02+00:00,6,114.29792,30.573563,1.321294557,32.21326177,2025-06-04 12:51:02+08:00,3034734,114.2882531,30.55266265,35.86406744,2.495763678,E00,SAIL_SLOW,1,18,18,4,4,60,2781,JIANGCHENG6HAO,CHN,ZHONGHUALU2HAO,8,19,,,0,6/4/2025 9:50,36,413841986,2025-06-04 12:52:40+08:00,114.2882483,30.552665,1749012760,3034734,84.34504269
2025-06-04 04:51:02+00:00,6,114.29792,30.573563,1.321294557,32.21326177,2025-06-04 12:51:02+08:00,3117079,114.2941061,30.5672428,61,0.790442897,B01,SAIL_NORMAL,1,80,29,10,9,70,278,DAMEI09,CHN,JIANGYIN,19,62,,,,6/8/2025 18:40,109,413847226,2025-06-04 12:51:05+08:00,114.2941467,30.56731,1749012665,3117079,84.34504269
2025-06-04 04:51:02+00:00,6,114.29792,30.573563,1.321294557,32.21326177,2025-06-04 12:51:02+08:00,3203193,114.2942738,30.57737611,30.6,0.548666223,E00,SAIL_SLOW,3,23,23,5,5,60,2649,JIANGCHENG3HAO,CHN,QINGCHUANMATOU,10,20,,,,1/2/2016 9:50,46,413841902,2025-06-04 12:50:51+08:00,114.29444,30.57740667,1749012651,3203193,84.34504269
2025-06-04 04:51:02+00:00,6,114.29792,30.573563,1.321294557,32.21326177,2025-06-04 12:51:02+08:00,3227928,114.3110881,30.59156405,62.14285714,2.361752735,B01,SAIL_NORMAL,1,110,20,6,10,70,316,QINHE1302,CHN,NANTONG,16,51,,,,6/10/2025 17:55,130,413849328,2025-06-04 12:51:03+08:00,114.3111167,30.591585,1749012663,3227928,84.34504269
2025-06-04 04:51:58+00:00,6,114.29837,30.574146,1.389933059,33.60630277,2025-06-04 12:51:58+08:00,16454,114.2952182,30.5781174,73.12247529,0.534088961,B01,SAIL_NORMAL,1,69,10,7,7,70,337,E HONG SHUN 2222,CHN,NEW YORK,14,30,33,,,12/10/2025 12:00,79,413828594,2025-06-04 12:56:15+08:00,114.3022,30.57885,1749012975,16454,79.59584515
2025-06-04 04:51:58+00:00,6,114.29837,30.574146,1.389933059,33.60630277,2025-06-04 12:51:58+08:00,127786,114.2911833,30.56836667,31,0.941165677,B01,SAIL_SLOW,1,100,29,10,11,70,2098,YU XIN HUO 19333,CHN,YUE YANG,21,63,209,,,6/6/2025 8:00,129,413971693,2025-06-04 12:51:58+08:00,114.2911833,30.56836667,1749012718,127786,79.59584515
2025-06-04 04:51:58+00:00,6,114.29837,30.574146,1.389933059,33.60630277,2025-06-04 12:51:58+08:00,176355,114.2882418,30.56401811,121.2666667,1.484824792,H00,SAIL_FAST,3,5,15,3,2,55,2389,HAIXUN12338,CHN,WUHAN,5,24,,,,1/3/2022 21:46,20,413840368,2025-06-04 12:52:05+08:00,114.2878933,30.56407333,1749012725,176355,79.59584515
2025-06-04 04:51:58+00:00,6,114.29837,30.574146,1.389933059,33.60630277,2025-06-04 12:51:58+08:00,216707,114.2972751,30.57736844,32,0.372365699,B01,SAIL_SLOW,1,40,10,5,4,70,2079,YUZHOUKOUHUO8808,CHN,YUEYANG,9,30,,,,12/3/2025 13:16,50,413827134,2025-06-04 12:52:12+08:00,114.29716,30.57718333,1749012732,216707,79.59584515
2025-06-04 04:51:58+00:00,6,114.29837,30.574146,1.389933059,33.60630277,2025-06-04 12:51:58+08:00,285954,114.2836629,30.55226878,66.73333333,2.805908542,B01,SAIL_NORMAL,1,70,12,10,4,70,272,GAN YANG 6668,CHN,NANJING,14,50,27,0,0,1/2/2013 17:24,82,413824393,2025-06-04 12:52:02+08:00,114.2837267,30.55237833,1749012722,285954,79.59584515
2025-06-04 04:51:58+00:00,6,114.29837,30.574146,1.389933059,33.60630277,2025-06-04 12:51:58+08:00,295869,114.3046316,30.58160231,60.59677419,1.021794608,B01,SAIL_NORMAL,1,95,15,5,14,70,323,HAINIU11,CHN,JINGJIANG,19,42,,,,6/6/2025 8:23,110,413774857,2025-06-04 12:54:03+08:00,114.306635,30.58456333,1749012843,295869,79.59584515
2025-06-04 04:51:58+00:00,6,114.29837,30.574146,1.389933059,33.60630277,2025-06-04 12:51:58+08:00,475176,114.2886647,30.55955473,63.12903226,1.866428731,B01,SAIL_NORMAL,1,90,30,10,11,70,308,HUAMEITIANLAN,CHN,CHANG   SHU,21,43,,,,1/1/2026 17:15,120,413830323,2025-06-04 12:52:02+08:00,114.2887333,30.55965,1749012722,475176,79.59584515
2025-06-04 04:51:58+00:00,6,114.29837,30.574146,1.389933059,33.60630277,2025-06-04 12:51:58+08:00,2228882,114.3088185,30.58816771,60,1.849551081,H00,SAIL_NORMAL,1,5,63,7,7,70,314,ZHEN HANG JI 989,CHN,YUEYANG,14,18,31,0,0,6/1/2025 14:00,68,413841928,2025-06-04 12:52:02+08:00,114.3088883,30.588265,1749012722,2228882,79.59584515
2025-06-04 04:51:58+00:00,6,114.29837,30.574146,1.389933059,33.60630277,2025-06-04 12:51:58+08:00,2329396,114.2890598,30.55394104,4.9030837,2.411474659,E00,SAIL_SLOW,1,23,23,5,5,60,1014,JIANGCHENG1HAO,CHN,WUHAN,10,22,,,0,6/3/2025 7:20,46,413841157,2025-06-04 12:45:47+08:00,114.2891333,30.55392333,1749012347,2329396,79.59584515
2025-06-04 04:51:58+00:00,6,114.29837,30.574146,1.389933059,33.60630277,2025-06-04 12:51:58+08:00,2596442,114.2939271,30.572178,31,0.478791777,B01,SAIL_SLOW,2,73,10,7,7,70,2106,WANHUAYUN2019,CHN,LIJIAJIMAODI,14,38,,,,1/5/2026 23:30,83,413842737,2025-06-04 12:52:06+08:00,114.2938667,30.57207667,1749012726,2596442,79.59584515
2025-06-04 04:51:58+00:00,6,114.29837,30.574146,1.389933059,33.60630277,2025-06-04 12:51:58+08:00,3034734,114.2882504,30.55266399,36.51317176,2.571820251,E00,SAIL_SLOW,1,18,18,4,4,60,2781,JIANGCHENG6HAO,CHN,ZHONGHUALU2HAO,8,19,,,0,6/4/2025 9:50,36,413841986,2025-06-04 12:52:40+08:00,114.2882483,30.552665,1749012760,3034734,79.59584515
2025-06-04 04:51:58+00:00,6,114.29837,30.574146,1.389933059,33.60630277,2025-06-04 12:51:58+08:00,3117079,114.2950163,30.5686575,61,0.688284992,B01,SAIL_NORMAL,1,80,29,10,9,70,306,DAMEI09,CHN,JIANGYIN,19,62,,,,6/8/2025 18:40,109,413847226,2025-06-04 12:52:04+08:00,114.2951067,30.56879,1749012724,3117079,79.59584515
2025-06-04 04:51:58+00:00,6,114.29837,30.574146,1.389933059,33.60630277,2025-06-04 12:51:58+08:00,3203193,114.2939264,30.57730552,18.27222222,0.551707708,E00,SAIL_SLOW,3,23,23,5,5,60,2521,JIANGCHENG3HAO,CHN,QINGCHUANMATOU,10,20,,,,1/2/2016 9:50,46,413841902,2025-06-04 12:51:21+08:00,114.2939867,30.57732333,1749012681,3203193,79.59584515
2025-06-04 04:51:58+00:00,6,114.29837,30.574146,1.389933059,33.60630277,2025-06-04 12:51:58+08:00,3227928,114.3120233,30.59296333,61.5,2.463120454,B01,SAIL_NORMAL,1,110,20,6,10,70,336,QINHE1302,CHN,NANTONG,16,51,0,,,6/10/2025 17:55,130,413849328,2025-06-04 12:51:56+08:00,114.3119483,30.59292333,1749012716,3227928,79.59584515
2025-06-04 04:53:51+00:00,6,114.299271,30.57534,1.401120913,33.01117773,2025-06-04 12:53:51+08:00,16454,114.298288,30.57843951,73.94800172,0.356321438,B01,SAIL_NORMAL,1,69,10,7,7,70,337,E HONG SHUN 2222,CHN,NEW YORK,14,30,33,,,12/10/2025 12:00,79,413828594,2025-06-04 12:56:15+08:00,114.3022,30.57885,1749012975,16454,86.29391658
2025-06-04 04:53:51+00:00,6,114.299271,30.57534,1.401120913,33.01117773,2025-06-04 12:53:51+08:00,127786,114.2902728,30.56693804,31,1.269923241,B01,SAIL_SLOW,1,100,29,10,11,70,2078,YU XIN HUO 19333,CHN,YUE YANG,21,63,207,,0,6/6/2025 8:00,129,413971693,2025-06-04 12:53:54+08:00,114.29025,30.5669,1749012834,127786,86.29391658
2025-06-04 04:53:51+00:00,6,114.299271,30.57534,1.401120913,33.01117773,2025-06-04 12:53:51+08:00,176355,114.283068,30.56167366,52.38709677,2.17061594,H00,SAIL_NORMAL,3,5,15,3,2,55,2262,HAIXUN12338,CHN,WUHAN,5,24,,,,1/3/2022 21:46,20,413840368,2025-06-04 12:54:06+08:00,114.2827067,30.56143333,1749012846,176355,86.29391658
2025-06-04 04:53:51+00:00,6,114.299271,30.57534,1.401120913,33.01117773,2025-06-04 12:53:51+08:00,216707,114.296225,30.57582583,31,0.297109147,B01,SAIL_SLOW,1,40,10,5,4,70,2117,YUZHOUKOUHUO8808,CHN,YUEYANG,9,30,,,,12/3/2025 13:16,50,413827134,2025-06-04 12:53:42+08:00,114.2963733,30.57604667,1749012822,216707,86.29391658
2025-06-04 04:53:51+00:00,6,114.299271,30.57534,1.401120913,33.01117773,2025-06-04 12:53:51+08:00,285954,114.28559,30.55530852,65.41111111,2.579585267,B01,SAIL_NORMAL,1,70,12,10,4,70,272,GAN YANG 6668,CHN,NANJING,14,50,27,0,0,1/2/2013 17:24,82,413824393,2025-06-04 12:53:14+08:00,114.2849617,30.554315,1749012794,285954,86.29391658
2025-06-04 04:53:51+00:00,6,114.299271,30.57534,1.401120913,33.01117773,2025-06-04 12:53:51+08:00,295869,114.3064427,30.58427908,60.96129032,1.206364058,B01,SAIL_NORMAL,1,95,15,5,14,70,323,HAINIU11,CHN,JINGJIANG,19,42,,,,6/6/2025 8:23,110,413774857,2025-06-04 12:54:03+08:00,114.306635,30.58456333,1749012843,295869,86.29391658
2025-06-04 04:53:51+00:00,6,114.299271,30.57534,1.401120913,33.01117773,2025-06-04 12:53:51+08:00,475176,114.2906418,30.56243051,62,1.653337456,B01,SAIL_NORMAL,1,90,30,10,11,70,323,HUAMEITIANLAN,CHN,CHANG   SHU,21,43,,,,1/1/2026 17:15,120,413830323,2025-06-04 12:54:01+08:00,114.29082,30.56267667,1749012841,475176,86.29391658
2025-06-04 04:53:51+00:00,6,114.299271,30.57534,1.401120913,33.01117773,2025-06-04 12:53:51+08:00,2228882,114.310727,30.5908325,59.7,2.038957499,H00,SAIL_NORMAL,1,5,63,7,7,70,315,ZHEN HANG JI 989,CHN,YUEYANG,14,18,31,0,0,6/1/2025 14:00,68,413841928,2025-06-04 12:53:42+08:00,114.31057,30.590615,1749012822,2228882,86.29391658
2025-06-04 04:53:51+00:00,6,114.299271,30.57534,1.401120913,33.01117773,2025-06-04 12:53:51+08:00,2329396,114.2890374,30.55394643,6.396475771,2.566902058,E00,SAIL_SLOW,1,23,23,5,5,60,2373,JIANGCHENG1HAO,CHN,WUHAN,10,22,,,0,6/3/2025 7:20,46,413841157,2025-06-04 13:00:55+08:00,114.2889533,30.55396667,1749013255,2329396,86.29391658
2025-06-04 04:53:51+00:00,6,114.299271,30.57534,1.401120913,33.01117773,2025-06-04 12:53:51+08:00,2596442,114.2928777,30.570795,31.35714286,0.793728203,B01,SAIL_SLOW,2,73,10,7,7,70,2130,WANHUAYUN2019,CHN,LIJIAJIMAODI,14,38,,,,1/5/2026 23:30,83,413842737,2025-06-04 12:53:36+08:00,114.2930533,30.57095333,1749012816,2596442,86.29391658
2025-06-04 04:53:51+00:00,6,114.299271,30.57534,1.401120913,33.01117773,2025-06-04 12:53:51+08:00,3034734,114.2857333,30.55454667,107,2.645869135,E00,SAIL_NORMAL,1,18,18,4,4,60,3248,JIANGCHENG6HAO,CHN,ZHONGHUALU2HAO,8,19,,,,6/4/2025 9:50,36,413841986,2025-06-04 12:53:51+08:00,114.2857333,30.55454667,1749012831,3034734,86.29391658
2025-06-04 04:53:51+00:00,6,114.299271,30.57534,1.401120913,33.01117773,2025-06-04 12:53:51+08:00,3117079,114.2969137,30.57140627,60.56,0.491240921,B01,SAIL_NORMAL,1,93,16,10,9,70,304,DAMEI09,CHN,JIANGYIN,19,62,,,,6/8/2025 18:40,109,413847226,2025-06-04 12:53:40+08:00,114.2967517,30.571165,1749012820,3117079,86.29391658
2025-06-04 04:53:51+00:00,6,114.299271,30.57534,1.401120913,33.01117773,2025-06-04 12:53:51+08:00,3203193,114.2937422,30.57725111,3.833333333,0.571096806,E00,SAIL_SLOW,3,23,23,5,5,60,0,JIANGCHENG3HAO,CHN,QINGCHUANMATOU,10,20,,,,1/2/2016 9:50,46,413841902,2025-06-04 12:54:21+08:00,114.2936933,30.57723667,1749012861,3203193,86.29391658
2025-06-04 04:53:51+00:00,6,114.299271,30.57534,1.401120913,33.01117773,2025-06-04 12:53:51+08:00,3227928,114.3139579,30.59575545,64.09090909,2.665887785,B01,SAIL_NORMAL,1,110,20,6,10,70,299,QINHE1302,CHN,NANTONG,16,51,0,,,6/10/2025 17:55,130,413849328,2025-06-04 12:53:47+08:00,114.3138767,30.59565,1749012827,3227928,86.29391658
2025-06-04 04:54:48+00:00,6,114.299721,30.575947,1.404773365,32.54884587,2025-06-04 12:54:48+08:00,16454,114.2998365,30.578602,74.36441771,0.294547486,B01,SAIL_NORMAL,1,69,10,7,7,70,337,E HONG SHUN 2222,CHN,NEW YORK,14,30,33,,,12/10/2025 12:00,79,413828594,2025-06-04 12:56:15+08:00,114.3022,30.57885,1749012975,16454,90.22950658
2025-06-04 04:54:48+00:00,6,114.299721,30.575947,1.404773365,32.54884587,2025-06-04 12:54:48+08:00,127786,114.2898129,30.56620571,31,1.438638056,B01,SAIL_SLOW,1,100,29,10,11,70,2089,YU XIN HUO 19333,CHN,YUE YANG,21,63,208,,0,6/6/2025 8:00,129,413971693,2025-06-04 12:55:04+08:00,114.2896833,30.566,1749012904,127786,90.22950658
2025-06-04 04:54:48+00:00,6,114.299721,30.575947,1.404773365,32.54884587,2025-06-04 12:54:48+08:00,176355,114.2826299,30.56134716,18.81481481,2.303904134,H00,SAIL_SLOW,3,5,15,3,2,55,383,HAIXUN12338,CHN,WUHAN,5,24,,,,1/3/2022 21:46,20,413840368,2025-06-04 12:54:44+08:00,114.2826133,30.56133333,1749012884,176355,90.22950658
2025-06-04 04:54:48+00:00,6,114.299721,30.575947,1.404773365,32.54884587,2025-06-04 12:54:48+08:00,216707,114.2958453,30.57519267,31.8,0.38106145,B01,SAIL_SLOW,1,40,10,5,4,70,2052,YUZHOUKOUHUO8808,CHN,YUEYANG,9,30,,,,12/3/2025 13:16,50,413827134,2025-06-04 12:54:42+08:00,114.2958933,30.57527333,1749012882,216707,90.22950658
2025-06-04 04:54:48+00:00,6,114.299721,30.575947,1.404773365,32.54884587,2025-06-04 12:54:48+08:00,285954,114.286562,30.55683278,66,2.466570308,B01,SAIL_NORMAL,1,70,12,10,4,70,310,GAN YANG 6668,CHN,NANJING,14,50,31,0,0,1/2/2013 17:24,82,413824393,2025-06-04 12:54:44+08:00,114.28649,30.55673167,1749012884,285954,90.22950658
2025-06-04 04:54:48+00:00,6,114.299721,30.575947,1.404773365,32.54884587,2025-06-04 12:54:48+08:00,295869,114.3073828,30.58557685,57.11111111,1.296087009,B01,SAIL_NORMAL,1,95,15,5,14,70,319,HAINIU11,CHN,JINGJIANG,19,42,,,,6/6/2025 8:23,110,413774857,2025-06-04 12:54:36+08:00,114.307185,30.58531167,1749012876,295869,90.22950658
2025-06-04 04:54:48+00:00,6,114.299721,30.575947,1.404773365,32.54884587,2025-06-04 12:54:48+08:00,475176,114.2916278,30.56379136,62,1.555248891,B01,SAIL_NORMAL,1,90,30,10,11,70,320,HUAMEITIANLAN,CHN,CHANG   SHU,21,43,,,,1/1/2026 17:15,120,413830323,2025-06-04 12:54:58+08:00,114.2917833,30.56401667,1749012898,475176,90.22950658
2025-06-04 04:54:48+00:00,6,114.299721,30.575947,1.404773365,32.54884587,2025-06-04 12:54:48+08:00,2228882,114.3115857,30.59207167,59.8,2.119117244,H00,SAIL_NORMAL,1,5,63,7,7,70,303,ZHEN HANG JI 989,CHN,YUEYANG,14,18,30,0,0,6/1/2025 14:00,68,413841928,2025-06-04 12:54:42+08:00,114.311465,30.59188833,1749012882,2228882,90.22950658
2025-06-04 04:54:48+00:00,6,114.299721,30.575947,1.404773365,32.54884587,2025-06-04 12:54:48+08:00,2329396,114.2890261,30.55394915,7.149779736,2.645769331,E00,SAIL_SLOW,1,23,23,5,5,60,2373,JIANGCHENG1HAO,CHN,WUHAN,10,22,,,0,6/3/2025 7:20,46,413841157,2025-06-04 13:00:55+08:00,114.2889533,30.55396667,1749013255,2329396,90.22950658
2025-06-04 04:54:48+00:00,6,114.299721,30.575947,1.404773365,32.54884587,2025-06-04 12:54:48+08:00,2596442,114.2922381,30.57017095,31.57142857,0.961924052,B01,SAIL_SLOW,2,73,10,7,7,70,2240,WANHUAYUN2019,CHN,LIJIAJIMAODI,14,38,224,,,1/5/2026 23:30,83,413842737,2025-06-04 12:54:57+08:00,114.2921067,30.57010167,1749012897,2596442,90.22950658
